,school.id,school.name,school.region,school.region.name,school.province,school.cityhall,school.division,school.citymuni,school.district,school.legdistrict,school.type,school.abbrev,school.previousname,school.mother.id,school.address,school.established,school.classification,school.classification2,school.curricularclass,school.organization,school.cityincome,school.cityclass,school.urban,School ID_x,Kinder Male,Kinder Female,Grade 1 Male,Grade 1 Female,Grade 2 Male,Grade 2 Female,Grade 3 Male,Grade 3 Female,Grade 4 Male,Grade 4 Female,Grade 5 Male,Grade 5 Female,Grade 6 Male,Grade 6 Female,SPED NG Male,SPED NG Female,Grade 7 Male,Grade 7 Female,Grade 8 Male,Grade 8 Female,Grade 9 Male,Grade 9 Female,Grade 10 Male,Grade 10 Female,Grade 11 Male,Grade 11 Female,Grade 12 Male,Grade 12 Female, school.mooe ,School ID_y,rooms.standard.academic,rooms.standard.unused,rooms.nonstandard.academic,rooms.nonstandard.unused,teachers.instructor,teachers.mobile,teachers.regular,teachers.sped,MOOE
34194,132224,Socorro CES,Region XIII,CARAGA,SURIGAO DEL NORTE,SURIGAO DEL NORTE,Siargao,SOCORRO,Socorro East District,1st District,School with no Annexes,SOCES,-,132224.0,In between brgy. Navarro and Rizal,1/1/1948,Elementary,DepED Managed,Elementary,Monograde,P 25 M or more but less than P 35 M,,Partially Urban,132224.0,106.0,126.0,120.0,115.0,134.0,102.0,149.0,105.0,112.0,119.0,103.0,117.0,134.0,106.0,22.0,22.0,,,,,,,,,,,,,769000.0,132224.0,21.0,1.0,0.0,0.0,0.0,8.0,40.0,3.0,769000.0
34202,131580,South Cabadbaran CES,Region XIII,CARAGA,AGUSAN DEL NORTE,AGUSAN DEL NORTE,Cabadbaran City,CITY OF CABADBARAN,South Cabadbaran,2nd District,School with no Annexes,,-,131580.0,F.C. Dagani Avenue,1/1/1903,Elementary,DepED Managed,Kinder & Elementary,Monograde,,Component City,Partially Urban,131580.0,84.0,83.0,120.0,105.0,97.0,93.0,108.0,97.0,106.0,94.0,90.0,91.0,84.0,95.0,6.0,6.0,,,,,,,,,,,,,535000.0,131580.0,12.0,0.0,2.0,0.0,0.0,10.0,28.0,2.0,535000.0
34213,131809,Sta Irene Central ES,Region XIII,CARAGA,AGUSAN DEL SUR,AGUSAN DEL SUR,Agusan del Sur,PROSPERIDAD (Capital),Prosperidad II,1st District,School with no Annexes,SICES,Sta Irene CES,131809.0,Purok 13,1/1/1959,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,131809.0,75.0,67.0,106.0,82.0,78.0,82.0,96.0,95.0,93.0,96.0,70.0,79.0,68.0,73.0,15.0,13.0,,,,,,,,,,,,,490000.0,131809.0,16.0,0.0,5.0,0.0,0.0,1.0,23.0,0.0,490000.0
34234,131934,Sta. Josefa CES,Region XIII,CARAGA,AGUSAN DEL SUR,AGUSAN DEL SUR,Agusan del Sur,SANTA JOSEFA,Sta. Josefa,2nd District,School with no Annexes,none,none,131934.0,Pioneer Street,1/1/1948,Elementary,DepED Managed,Elementary,Monograde,P 35 M or more but less than P 45 M,,Partially Urban,131934.0,82.0,80.0,119.0,101.0,104.0,114.0,125.0,101.0,104.0,105.0,116.0,89.0,88.0,91.0,21.0,17.0,,,,,,,,,,,,,568000.0,131934.0,19.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,568000.0
34257,131479,Subait ES,Region XIII,CARAGA,AGUSAN DEL NORTE,AGUSAN DEL NORTE,Agusan del Norte,LAS NIEVES,Las Nieves East,1st District,School with no Annexes,,-,131479.0,Purok 4,1/1/2000,Elementary,DepED Managed,Elementary,Combined Monograde and Multigrade,P 45 M or more but less than P 55 M,,Partially Urban,131479.0,13.0,12.0,15.0,12.0,13.0,10.0,21.0,13.0,19.0,13.0,16.0,15.0,15.0,15.0,0.0,0.0,,,,,,,,,,,,,137000.0,131479.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,137000.0
34269,214501,Surigao del Sur SPED Center,Region XIII,CARAGA,SURIGAO DEL SUR,SURIGAO DEL SUR,Surigao del Sur,CITY OF TANDAG (Capital),Tandag II,1st District,School with no Annexes,SDS SPED Center,Surigao del Sur SPED (Center) School,214501.0,"Donasco St., Tandag City",1/1/2001,Elementary,DepED Managed,Elementary,Monograde,,Component City,Partially Urban,214501.0,22.0,27.0,16.0,19.0,14.0,21.0,13.0,22.0,14.0,21.0,18.0,18.0,16.0,18.0,17.0,19.0,,,,,,,,,,,,,212000.0,214501.0,6.0,1.0,0.0,0.0,0.0,5.0,4.0,7.0,212000.0
34315,131991,Talacogon CES,Region XIII,CARAGA,AGUSAN DEL SUR,AGUSAN DEL SUR,Agusan del Sur,TALACOGON,Talacogon West,1st District,School with no Annexes,TCES,-None,131991.0,-A.D Curato Street,1/1/1934,Elementary,DepED Managed,Elementary,Monograde,P 45 M or more but less than P 55 M,,Partially Urban,131991.0,79.0,83.0,116.0,84.0,89.0,83.0,105.0,95.0,98.0,87.0,78.0,89.0,87.0,82.0,6.0,5.0,,,,,,,,,,,,,526000.0,131991.0,20.0,1.0,0.0,0.0,0.0,2.0,24.0,0.0,526000.0
34319,131504,Talisay ES,Region XIII,CARAGA,AGUSAN DEL NORTE,AGUSAN DEL NORTE,Agusan del Norte,NASIPIT,Nasipit West,2nd District,School with no Annexes,TES,-,131504.0,District Magkuno,1/1/1964,Elementary,DepED Managed,Kinder & Elementary,Monograde,P 35 M or more but less than P 45 M,,Partially Urban,131504.0,48.0,39.0,54.0,43.0,54.0,55.0,53.0,44.0,53.0,47.0,56.0,51.0,55.0,49.0,30.0,21.0,,,,,,,,,,,,,357000.0,131504.0,10.0,3.0,0.0,0.0,0.0,4.0,18.0,3.0,357000.0
34363,132019,Trento West CES,Region XIII,CARAGA,AGUSAN DEL SUR,AGUSAN DEL SUR,Agusan del Sur,TRENTO,Trento II,2nd District,School with no Annexes,,-,132019.0,P-6,1/1/1988,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,132019.0,71.0,63.0,78.0,77.0,105.0,74.0,94.0,89.0,79.0,91.0,59.0,72.0,61.0,67.0,11.0,15.0,,,,,,,,,,,,,413000.0,132019.0,17.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,413000.0
34403,131922,Veruela Central Elementary School,Region XIII,CARAGA,AGUSAN DEL SUR,AGUSAN DEL SUR,Agusan del Sur,VERUELA,Veruela I,2nd District,School with no Annexes,Veruela CES,Veruela CES,131922.0,-Purok 1,1/1/1914,Elementary,DepED Managed,Elementary,Monograde,P 45 M or more but less than P 55 M,,Partially Urban,131922.0,56.0,56.0,80.0,70.0,95.0,76.0,72.0,54.0,69.0,76.0,76.0,54.0,59.0,58.0,7.0,4.0,,,,,,,,,,,,,414000.0,131922.0,20.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,414000.0
34516,133558,Bacolod CES,ARMM,Autonomous Region in Muslim Mindanao,LANAO DEL SUR,LANAO DEL SUR,Lanao del Sur - IIA,BACOLOD-KALAWI (BACOLOD GRANDE),Bacolod,2nd District,School with no Annexes,sal,salma,133558.0,"Ampao Bacolod Kalawi, Lanao del Sur",1/1/2002,Elementary,DepED Managed,Elementary,Monograde,P 35 M or more but less than P 45 M,,Partially Urban,133558.0,30.0,37.0,51.0,66.0,52.0,62.0,51.0,64.0,72.0,84.0,57.0,70.0,56.0,53.0,0.0,0.0,,,,,,,,,,,,,,133558.0,11.0,0.0,0.0,0.0,0.0,2.0,21.0,1.0,
35801,134124,Mibpandacan PS,ARMM,Autonomous Region in Muslim Mindanao,MAGUINDANAO,MAGUINDANAO,Maguindanao I,GEN. S. K. PENDATUN,Gen. S. K. Pendatun,2nd District,School with no Annexes,MPS,-,134124.0,Midpandacan,1/1/1998,Elementary,DepED Managed,Elementary,Monograde,,,Rural,134124.0,26.0,20.0,56.0,87.0,38.0,35.0,23.0,18.0,19.0,23.0,0.0,0.0,0.0,0.0,28.0,12.0,,,,,,,,,,,,,,134124.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
36380,217065,Sulu SPED Center,ARMM,Autonomous Region in Muslim Mindanao,SULU,SULU,Sulu I,JOLO (Capital),Jolo I,1st District,School with no Annexes,,-,217065.0,-Sanraymundo,1/1/1996,Elementary,DepED Managed,Elementary,Multigrade,P 55 M or more,,Urban,217065.0,0.0,0.0,7.0,4.0,9.0,0.0,10.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,18.0,5.0,,,,,,,,,,,,,,217065.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,
36634,217064,Usman Primary School,ARMM,Autonomous Region in Muslim Mindanao,SULU,SULU,Sulu I,MAIMBUNG,Maimbung,1st District,School with no Annexes,Usman PS,,217064.0,"Gulangan, Maimbung Sulu",1/1/2009,Elementary,DepED Managed,Elementary,Combined Monograde and Multigrade,P 15 M or more but less than P 25 M,,Partially Urban,217064.0,10.0,13.0,19.0,24.0,18.0,23.0,12.0,13.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,217064.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
36653,135457,Abatan ES,CAR,Cordillera Administrative Region,BENGUET,BENGUET,Benguet,BUGUIAS,Buguias,Lone District,School with no Annexes,,-,135457.0,Abatan,1/1/1966,Elementary,DepED Managed,Kinder & Elementary,Monograde,P 35 M or more but less than P 45 M,,Rural,135457.0,42.0,28.0,55.0,38.0,46.0,54.0,30.0,36.0,57.0,48.0,43.0,42.0,37.0,45.0,0.0,0.0,,,,,,,,,,,,,302000.0,135457.0,15.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,302000.0
36818,135962,Balbalan CS,CAR,Cordillera Administrative Region,KALINGA,KALINGA,Kalinga,BALBALAN,Balbalan,Lone District,School with no Annexes,,,135962.0,Poblacion,1/1/1928,Elementary,DepED Managed,Elementary,Monograde,P 35 M or more but less than P 45 M,,Partially Urban,135962.0,10.0,18.0,15.0,15.0,13.0,9.0,22.0,16.0,18.0,15.0,25.0,21.0,14.0,18.0,4.0,1.0,,,,,,,,,,,,,208000.0,135962.0,12.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,208000.0
36870,134979,Bangued West CS,CAR,Cordillera Administrative Region,ABRA,ABRA,Abra,BANGUED (Capital),Bangued West,Lone District,School with no Annexes,,-,134979.0,-SANTIAGO STREET,1/1/1920,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,134979.0,57.0,76.0,100.0,94.0,74.0,74.0,103.0,85.0,114.0,95.0,97.0,90.0,84.0,99.0,12.0,6.0,,,,,,,,,,,,,585000.0,134979.0,28.0,0.0,0.0,0.0,0.0,5.0,32.0,0.0,585000.0
36926,135620,Benguet SPED Center,CAR,Cordillera Administrative Region,BENGUET,BENGUET,Benguet,LA TRINIDAD (Capital),La Trinidad,Lone District,School with no Annexes,BSPED,-,135620.0,Wangal,1/1/1992,Elementary,DepED Managed,Kinder & Elementary,Monograde,P 55 M or more,,Partially Urban,135620.0,35.0,24.0,18.0,26.0,14.0,17.0,20.0,22.0,17.0,16.0,12.0,19.0,19.0,9.0,15.0,13.0,,,,,,,,,,,,,185000.0,135620.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,185000.0
36986,136086,Bulanao Central School,CAR,Cordillera Administrative Region,KALINGA,KALINGA,Kalinga,CITY OF TABUK (Capital),Eastern Tabuk,Lone District,School with no Annexes,Bulanao CS,,136086.0,Provincial Road,1/1/1938,Elementary,DepED Managed,Kinder & Elementary,Monograde,,Component City,Partially Urban,136086.0,86.0,75.0,145.0,104.0,121.0,110.0,112.0,126.0,113.0,123.0,124.0,98.0,124.0,115.0,0.0,0.0,,,,,,,,,,,,,733000.0,136086.0,23.0,0.0,0.0,0.0,0.0,10.0,40.0,1.0,733000.0
37325,220020,Ifugao SPED Center,CAR,Cordillera Administrative Region,IFUGAO,IFUGAO,Ifugao,LAGAWE (Capital),Lagawe,Lone District,School with no Annexes,ISC,,220020.0,"Pob. south, Lagawe",1/1/2011,Elementary,DepED Managed,Kinder & Elementary,Monograde,P 25 M or more but less than P 35 M,,Partially Urban,220020.0,8.0,18.0,12.0,23.0,18.0,23.0,13.0,19.0,10.0,18.0,10.0,10.0,9.0,22.0,9.0,7.0,,,,,,,,,,,,,166000.0,220020.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,6.0,166000.0
37359,220532,Kalinga Special Education Center,CAR,Cordillera Administrative Region,KALINGA,KALINGA,Kalinga,CITY OF TABUK (Capital),Eastern Tabuk,Lone District,School with no Annexes,Kalinga SPED Center,,220532.0,Bulanao Norte,1/1/2012,Elementary,DepED Managed,Kinder & Elementary,Monograde,,Component City,Partially Urban,220532.0,17.0,25.0,16.0,18.0,17.0,24.0,14.0,18.0,16.0,26.0,13.0,22.0,14.0,19.0,88.0,42.0,,,,,,,,,,,,,141000.0,220532.0,0.0,0.0,,,0.0,0.0,0.0,0.0,141000.0
37425,135902,Lamut CS,CAR,Cordillera Administrative Region,IFUGAO,IFUGAO,Ifugao,LAMUT,Lamut,Lone District,School with no Annexes,,-,135902.0,-,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 25 M or more but less than P 35 M,,Partially Urban,135902.0,51.0,37.0,71.0,62.0,75.0,68.0,92.0,75.0,92.0,75.0,91.0,66.0,88.0,81.0,6.0,8.0,,,,,,,,,,,,,494000.0,135902.0,25.0,0.0,0.0,0.0,0.0,1.0,28.0,1.0,494000.0
37666,221006,Mountain Province SPED Center (BCS - SPED CLASSES),CAR,Cordillera Administrative Region,MOUNTAIN PROVINCE,MOUNTAIN PROVINCE,Mt. Province,BONTOC (Capital),Bontoc,Lone District,School with no Annexes,MP SPED Center,-,221006.0,-,1/1/2003,Elementary,DepED Managed,Elementary,Monograde,P 45 M or more but less than P 55 M,,Partially Urban,221006.0,23.0,14.0,18.0,11.0,21.0,17.0,16.0,14.0,0.0,0.0,0.0,0.0,14.0,17.0,31.0,9.0,,,,,,,,,,,,,138000.0,221006.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,138000.0
37839,136058,Pinukpuk ES,CAR,Cordillera Administrative Region,KALINGA,KALINGA,Kalinga,PINUKPUK,Northern Pinukpuk,Lone District,Mother school,,,136058.0,Junction,1/1/1938,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,136058.0,25.0,26.0,22.0,24.0,27.0,31.0,33.0,39.0,39.0,45.0,37.0,37.0,60.0,65.0,8.0,7.0,,,,,,,,,,,,,268000.0,136058.0,10.0,0.0,0.0,0.0,0.0,4.0,13.0,1.0,268000.0
37864,135631,Puguis ES,CAR,Cordillera Administrative Region,BENGUET,BENGUET,Benguet,LA TRINIDAD (Capital),La Trinidad,Lone District,School with no Annexes,,-,135631.0,Puguis,1/1/1948,Elementary,DepED Managed,Kinder & Elementary,Monograde,P 55 M or more,,Partially Urban,135631.0,76.0,84.0,104.0,86.0,93.0,95.0,130.0,107.0,100.0,100.0,103.0,77.0,75.0,82.0,0.0,0.0,,,,,,,,,,,,,534000.0,135631.0,16.0,0.0,0.0,0.0,0.0,4.0,24.0,1.0,534000.0
37992,136089,Southern Tabuk Central School,CAR,Cordillera Administrative Region,KALINGA,KALINGA,Kalinga,CITY OF TABUK (Capital),Southern Tabuk,Lone District,School with no Annexes,,Bulanao South ES,136089.0,Purok # 6,1/1/1970,Elementary,DepED Managed,Elementary,Monograde,,Component City,Partially Urban,136089.0,40.0,41.0,61.0,42.0,49.0,60.0,59.0,51.0,44.0,49.0,59.0,65.0,56.0,49.0,9.0,0.0,,,,,,,,,,,,,361000.0,136089.0,19.0,1.0,0.0,0.0,0.0,2.0,18.0,1.0,361000.0
37994,136417,SPED Center (FL),CAR,Cordillera Administrative Region,BENGUET,BENGUET,Baguio City,BAGUIO CITY,District II,Lone District,School with no Annexes,SPED,-,136417.0,84 Military Cut-Off Rd.,1/1/1974,Elementary,DepED Managed,Kinder & Elementary,Combined Monograde and Multigrade,P 400 M or more,Highly Urbanized City,Urban,136417.0,19.0,26.0,25.0,39.0,35.0,38.0,52.0,56.0,55.0,52.0,52.0,61.0,59.0,61.0,115.0,72.0,,,,,,,,,,,,,470000.0,136417.0,8.0,0.0,0.0,0.0,0.0,1.0,6.0,29.0,470000.0
38034,136012,Tabuk Central School,CAR,Cordillera Administrative Region,KALINGA,KALINGA,Kalinga,CITY OF TABUK (Capital),Northern Tabuk,Lone District,School with no Annexes,,,136012.0,National Road,1/1/1953,Elementary,DepED Managed,Elementary,Monograde,,Component City,Partially Urban,136012.0,78.0,63.0,106.0,110.0,107.0,101.0,98.0,97.0,134.0,116.0,99.0,100.0,91.0,84.0,23.0,15.0,,,,,,,,,,,,,651000.0,136012.0,31.0,0.0,0.0,0.0,0.0,6.0,36.0,2.0,651000.0
38120,135513,Tuding ES,CAR,Cordillera Administrative Region,BENGUET,BENGUET,Benguet,ITOGON,Itogon I,Lone District,School with no Annexes,,-,135513.0,Tuding,1/1/1902,Elementary,DepED Managed,Kinder & Elementary,Monograde,P 55 M or more,,Partially Urban,135513.0,31.0,28.0,41.0,44.0,37.0,34.0,38.0,25.0,29.0,40.0,24.0,28.0,37.0,31.0,4.0,6.0,,,,,,,,,,,,,282000.0,135513.0,15.0,0.0,0.0,0.0,0.0,6.0,11.0,1.0,282000.0
38176,136801,A. Fernando ES,NCR,National Capital Region,NCR THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City,CITY OF VALENZUELA,Valenzuela City North District,1st District,School with no Annexes,,-,136801.0,"M. H. del Pilar St.,",1/1/1992,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,136801.0,130.0,132.0,226.0,175.0,207.0,183.0,178.0,167.0,214.0,161.0,153.0,150.0,174.0,148.0,17.0,7.0,,,,,,,,,,,,,910000.0,136801.0,22.0,0.0,0.0,0.0,0.0,5.0,40.0,0.0,910000.0
38184,136908,Alabang ES (Main),NCR,National Capital Region,NCR FOURTH DISTRICT,CITY OF MUNTINLUPA,Muntinlupa City,CITY OF MUNTINLUPA,Muntinlupa City District II,Lone District,Mother school,,Alabang ES,136908.0,"Purok 1, Mendiola St.",1/1/1917,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,136908.0,266.0,291.0,448.0,476.0,440.0,427.0,486.0,435.0,462.0,439.0,398.0,418.0,380.0,437.0,117.0,68.0,,,,,,,,,,,,,2527000.0,136908.0,66.0,0.0,0.0,0.0,0.0,16.0,133.0,5.0,2527000.0
38189,136840,Amang Rodriguez ES,NCR,National Capital Region,NCR THIRD DISTRICT,CITY OF MALABON,Malabon City,CITY OF MALABON,Malabon District III,Lone District,School with no Annexes,ARES,-,136840.0,"Sta. Isabel St., Sto. Rosario Vill., Baritan, Malabon City",1/1/1969,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,136840.0,52.0,52.0,93.0,76.0,102.0,102.0,155.0,101.0,123.0,98.0,90.0,91.0,84.0,90.0,25.0,25.0,,,,,,,,,,,,,568000.0,136840.0,8.0,0.0,0.0,0.0,0.0,4.0,30.0,1.0,568000.0
38194,136792,Andres Mariano ES (Bagbaguin ES),NCR,National Capital Region,NCR THIRD DISTRICT,CITY OF VALENZUELA,Valenzuela City,CITY OF VALENZUELA,Valenzuela City East District,2nd District,School with no Annexes,,-,136792.0,-,1/1/2002,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,136792.0,176.0,195.0,219.0,209.0,179.0,168.0,181.0,186.0,185.0,190.0,159.0,179.0,203.0,164.0,28.0,12.0,,,,,,,,,,,,,976000.0,136792.0,23.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,976000.0
38202,136477,Aurora A. Quezon Elementary School,NCR,National Capital Region,"MANILA, NCR, FIRST DISTRICT","MANILA, NCR, FIRST DISTRICT",Manila,MALATE,Malate,5th District,School with no Annexes,AAQES,-,136477.0,"San Andres St.,",1/1/1928,Elementary,DepED Managed,Elementary,Monograde,,Highly Urbanized City,Urban,136477.0,263.0,303.0,477.0,475.0,444.0,446.0,449.0,445.0,437.0,405.0,393.0,404.0,368.0,361.0,35.0,20.0,,,,,,,,,,,,,2372000.0,136477.0,75.0,0.0,0.0,0.0,0.0,23.0,142.0,1.0,2372000.0
38204,136767,Baclaran ES Central,NCR,National Capital Region,NCR FOURTH DISTRICT,CITY OF PARAÑAQUE,Paranaque City,CITY OF PARAÑAQUE,Paranaque City District III,1st District,School with no Annexes,,-,136767.0,Pinaglabanan St.,1/1/1911,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,136767.0,132.0,117.0,168.0,154.0,143.0,161.0,173.0,165.0,153.0,155.0,134.0,153.0,134.0,132.0,22.0,14.0,,,,,,,,,,,,,922000.0,136767.0,13.0,0.0,0.0,0.0,0.0,7.0,43.0,1.0,922000.0
38209,136520,Bagbag ES,NCR,National Capital Region,NCR SECOND DISTRICT,QUEZON CITY,Quezon City,QUEZON CITY,School District XVI,5th District,School with no Annexes,,-,136520.0,V Richland Subd.,1/1/1976,Elementary,DepED Managed,Kinder & Elementary,Monograde,Special Class,Highly Urbanized City,Urban,136520.0,152.0,132.0,265.0,217.0,288.0,210.0,299.0,256.0,225.0,260.0,205.0,198.0,183.0,190.0,12.0,16.0,,,,,,,,,,,,,1189000.0,136520.0,28.0,0.0,0.0,0.0,0.0,6.0,56.0,1.0,1189000.0
38215,136729,Bagong Ilog ES,NCR,National Capital Region,NCR SECOND DISTRICT,CITY OF PASIG,Pasig City,CITY OF PASIG,Pasig City District III,Lone District,School with no Annexes,BIES,Bagong Ilog Barrio School,136729.0,Velasquez St.,1/1/1959,Elementary,DepED Managed,Kinder & Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,136729.0,116.0,116.0,123.0,124.0,100.0,111.0,137.0,117.0,133.0,116.0,111.0,106.0,107.0,100.0,6.0,4.0,,,,,,,,,,,,,732000.0,136729.0,28.0,0.0,0.0,0.0,0.0,4.0,38.0,4.0,732000.0
38217,136507,Bagong Pag-Asa ES,NCR,National Capital Region,NCR SECOND DISTRICT,QUEZON CITY,Quezon City,QUEZON CITY,School District V,1st District,School with no Annexes,,-,136507.0,Road 10,1/1/1958,Elementary,DepED Managed,Kinder & Elementary,Monograde,Special Class,Highly Urbanized City,Urban,136507.0,97.0,105.0,178.0,192.0,200.0,170.0,201.0,159.0,161.0,149.0,130.0,153.0,140.0,136.0,33.0,18.0,,,,,,,,,,,,,922000.0,136507.0,42.0,0.0,0.0,0.0,0.0,6.0,45.0,1.0,922000.0
38219,136639,Bagong Silang ES,NCR,National Capital Region,NCR THIRD DISTRICT,KALOOKAN CITY,Caloocan City,KALOOKAN CITY,Caloocan North II,1st District,Mother school,BSES,-,136639.0,"Phase 1, Bagong Silang",1/1/1974,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,136639.0,282.0,297.0,543.0,476.0,480.0,446.0,568.0,480.0,456.0,399.0,449.0,406.0,444.0,454.0,80.0,49.0,,,,,,,,,,,,,2450000.0,136639.0,35.0,0.0,0.0,0.0,0.0,23.0,237.0,7.0,2450000.0
38221,136539,Bagong Silangan ES,NCR,National Capital Region,NCR SECOND DISTRICT,QUEZON CITY,Quezon City,QUEZON CITY,School District VI,2nd District,School with no Annexes,BSES,-,136539.0,"-Villamor Street, Brgy. Bagong Silangan, Quezon City",1/1/1972,Elementary,DepED Managed,Kinder & Elementary,Monograde,Special Class,Highly Urbanized City,Urban,136539.0,381.0,348.0,742.0,603.0,662.0,627.0,834.0,723.0,694.0,623.0,651.0,630.0,636.0,608.0,39.0,30.0,,,,,,,,,,,,,3063000.0,136539.0,61.0,0.0,0.0,0.0,0.0,10.0,148.0,0.0,3063000.0
38224,136880,Bagong Tanyag Elementary School - Main,NCR,National Capital Region,NCR FOURTH DISTRICT,TAGUIG CITY,Taguig,TAGUIG CITY,Taguig District II,2nd District,Mother school,BTES - Main,-,136880.0,"-Purok 1, Tanyag Proper, Bagong Tanyag, Taguig City",1/1/1970,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,136880.0,308.0,299.0,316.0,305.0,308.0,327.0,368.0,296.0,336.0,299.0,283.0,303.0,325.0,282.0,25.0,8.0,,,,,,,,,,,,,1632000.0,136880.0,37.0,0.0,0.0,0.0,0.0,9.0,125.0,0.0,1632000.0
38237,136671,Barangka ES,NCR,National Capital Region,NCR SECOND DISTRICT,CITY OF MARIKINA,Marikina City,CITY OF MARIKINA,Marikina City District I,1st District,School with no Annexes,BES,-,136671.0,"119 Bonifacio St., Barangka",1/1/1958,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,136671.0,72.0,69.0,180.0,177.0,141.0,124.0,144.0,127.0,167.0,153.0,150.0,116.0,141.0,132.0,35.0,12.0,,,,,,,,,,,,,850000.0,136671.0,20.0,6.0,0.0,0.0,0.0,4.0,43.0,3.0,850000.0
38238,136419,Barrio Obrero Elementary School,NCR,National Capital Region,"MANILA, NCR, FIRST DISTRICT",TONDO,Manila,TONDO,Tondo I,2nd District,School with no Annexes,BOES,Calderon Elementary School Annex,136419.0,3247 Narra Ext. cor Vizcaya St.,1/1/1957,Elementary,DepED Managed,Elementary,Monograde,,Highly Urbanized City,Urban,136419.0,142.0,134.0,251.0,270.0,238.0,254.0,247.0,227.0,203.0,227.0,248.0,226.0,237.0,247.0,134.0,74.0,,,,,,,,,,,,,1525000.0,136419.0,40.0,0.0,0.0,0.0,0.0,16.0,104.0,12.0,1525000.0
38239,136560,Batino ES (SPED Center),NCR,National Capital Region,NCR SECOND DISTRICT,QUEZON CITY,Quezon City,QUEZON CITY,School District X,3rd District,School with no Annexes,,-,136560.0,-Batino Street,1/1/1978,Elementary,DepED Managed,Kinder & Elementary,Monograde,Special Class,Highly Urbanized City,Urban,136560.0,31.0,45.0,84.0,59.0,67.0,57.0,67.0,55.0,52.0,50.0,46.0,55.0,44.0,44.0,76.0,40.0,,,,,,,,,,,,,438000.0,136560.0,20.0,0.0,0.0,0.0,0.0,3.0,23.0,13.0,438000.0
38244,222503,"Benigno S. Aquino, Jr. Elementary School",NCR,National Capital Region,NCR SECOND DISTRICT,QUEZON CITY,Quezon City,QUEZON CITY,School District VI,2nd District,School with no Annexes,Benigno S. Aquino Jr. ES,Commonwealth ES-Annex,222503.0,"Katuparan St, Commonwealth",1/1/2008,Elementary,DepED Managed,Kinder & Elementary,Monograde,Special Class,Highly Urbanized City,Urban,222503.0,240.0,232.0,410.0,369.0,437.0,383.0,443.0,391.0,386.0,324.0,345.0,300.0,298.0,298.0,13.0,10.0,,,,,,,,,,,,,1711000.0,222503.0,34.0,0.0,0.0,0.0,0.0,7.0,89.0,0.0,1711000.0
38248,136518,Bonifacio Memorial ES,NCR,National Capital Region,NCR SECOND DISTRICT,QUEZON CITY,Quezon City,QUEZON CITY,School District XX,6th District,School with no Annexes,,-,136518.0,Balintawak,1/1/2000,Elementary,DepED Managed,Kinder & Elementary,Monograde,Special Class,Highly Urbanized City,Urban,136518.0,191.0,156.0,199.0,199.0,207.0,188.0,229.0,177.0,215.0,196.0,175.0,174.0,152.0,139.0,15.0,10.0,,,,,,,,,,,,,1105000.0,136518.0,31.0,1.0,0.0,0.0,0.0,6.0,59.0,0.0,1105000.0
